0,1000000001,0.860000
1,0000000011,1.000000
2,0000000011,1.000000
3,0000000011,1.000000
4,0000000001,1.000000
5,0000000011,1.000000
6,0000000011,1.000000
7,0000000011,1.000000
8,0000000001,1.000000
9,0000000000,1.000000
10,0000000111,1.000000
11,0000000010,1.000000
12,0000000010,1.000000
13,0000000111,1.000000
14,0000000111,1.000000
15,0000000111,1.000000
16,0000000001,1.000000
17,0000000001,1.000000
18,0000000001,1.000000
19,0000000011,1.000000
20,0000000011,1.000000
21,0000000010,1.000000
22,0000000000,1.000000
23,0000000000,1.000000
24,0000000001,1.000000
25,0000000000,1.000000
26,0000000001,1.000000
27,0000000101,1.000000
28,0000000011,1.000000
30,0000000101,1.000000
